2017-10-26 21:06:12.080078,16.5
2017-10-26 21:06:13.160637,16.15625
2017-10-26 21:06:14.240429,14.90625
2017-10-26 21:06:15.320554,15.71875
2017-10-26 21:06:16.400385,15.3125
2017-10-26 21:06:17.481456,16.1875
2017-10-26 21:06:18.633491,15.625
2017-10-26 21:06:19.709161,15.21875
2017-10-26 21:06:20.788211,16.21875
2017-10-26 21:06:21.868121,15.75
2017-10-26 21:06:22.948220,16.09375
2017-10-26 21:06:24.028241,15.875
2017-10-26 21:06:25.108175,15.6875
2017-10-26 21:06:26.188362,15.78125
2017-10-26 21:06:27.268032,16.46875
2017-10-26 21:06:28.348229,16.21875
2017-10-26 21:06:29.428215,16.21875
2017-10-26 21:06:30.508181,16.09375
2017-10-26 21:06:31.588214,16.25
2017-10-26 21:06:32.668122,16.34375
2017-10-26 21:06:33.748221,16.0
2017-10-26 21:06:34.828253,16.1875
2017-10-26 21:06:35.908038,15.96875
2017-10-26 21:06:36.988192,15.875
2017-10-26 21:06:38.068102,16.46875
2017-10-26 21:06:39.148240,16.28125
2017-10-26 21:06:40.228112,15.53125
2017-10-26 21:06:41.308112,16.5
2017-10-26 21:06:42.388349,16.1875
2017-10-26 21:06:43.468052,16.15625
2017-10-26 21:06:44.547952,16.5625
2017-10-26 21:06:45.628074,16.25
2017-10-26 21:06:46.707919,16.1875
2017-10-26 21:06:47.788099,16.1875
2017-10-26 21:06:48.867968,16.40625
2017-10-26 21:06:49.948224,16.40625
2017-10-26 21:06:51.028015,15.71875
2017-10-26 21:06:52.108199,15.9375
2017-10-26 21:06:53.188016,15.9375
2017-10-26 21:06:54.268069,16.0
2017-10-26 21:06:55.347977,15.8125
2017-10-26 21:06:56.428088,15.9375
2017-10-26 21:06:57.508051,16.34375
2017-10-26 21:06:58.588238,16.21875
2017-10-26 21:06:59.667687,16.1875
2017-10-26 21:07:00.748288,16.25
2017-10-26 21:07:01.827445,15.96875
2017-10-26 21:07:02.907534,16.15625
2017-10-26 21:07:03.987991,15.96875
2017-10-26 21:07:05.068014,16.21875
2017-10-26 21:07:06.148018,15.96875
2017-10-26 21:07:07.227828,16.15625
2017-10-26 21:07:08.308145,16.21875
2017-10-26 21:07:09.388169,16.125
2017-10-26 21:07:10.467945,16.375
2017-10-26 21:07:11.547933,16.46875
2017-10-26 21:07:12.627650,16.03125
2017-10-26 21:07:13.707903,16.4375
2017-10-26 21:07:14.787977,16.25
2017-10-26 21:07:15.867764,15.9375
2017-10-26 21:07:16.947944,16.15625
2017-10-26 21:07:18.027961,16.15625
2017-10-26 21:07:19.107934,16.96875
2017-10-26 21:07:20.187757,16.90625
2017-10-26 21:07:59.048745,16.1875
2017-10-26 21:08:00.126348,16.0625
2017-10-26 21:08:01.206312,16.0625
2017-10-26 21:08:02.286487,16.5
2017-10-26 21:08:03.366400,16.09375
2017-10-26 21:08:04.446343,16.25
2017-10-26 21:08:05.526269,16.71875
2017-10-26 21:08:06.606337,16.71875
2017-10-26 21:08:07.686340,16.6875
2017-10-26 21:08:08.766468,16.9375
2017-10-26 21:08:09.855398,16.8125
2017-10-26 21:08:10.993598,17.28125
